"GeneID","BaseMean","log2_FC","StdErr","WaldStats","p_value","adj_pval","chrom","start","end","strand","flag","gene_name"
"ENSG00000267034.1",285.82890398608,6.05172909737147,1.01884400327101,5.93979949623529,2.85370883441111e-09,1.5736016116289e-08,"chr2",222317241,222318653,"-",NA,"AC010980.2"
"ENSG00000137168.8",107.774814236693,1.77166478954178,0.298281349612649,5.93957614796392,2.85759921065134e-09,1.575264681147e-08,"chr6",36854826,36874803,"-",NA,"PPIL1"
"ENSG00000101856.10",146.234635374682,-1.51622020200038,0.255377555744748,-5.93717093727633,2.89982284337e-09,1.59805165259439e-08,"chrX",119236244,119244466,"+",NA,"PGRMC1"
"ENSG00000100036.13",262.091896723432,-1.78583116954131,0.300836568942164,-5.93621704908036,2.91673612466737e-09,1.60688077326858e-08,"chr22",30635780,30669016,"+",NA,"SLC35E4"
"ENSG00000126653.18",207.420269165551,1.20197633550516,0.202542364248439,5.93444408514367,2.94842789966721e-09,1.62285146998181e-08,"chr17",30115520,30186475,"+",NA,"NSRP1"
"ENSG00000131115.16",81.8336563507894,-2.24111581172339,0.377656879506044,-5.93426449600139,2.95165669959025e-09,1.62413242037625e-08,"chr19",44207546,44237268,"+",NA,"ZNF227"
"ENSG00000273129.1",26.8568582877477,5.26360142614606,0.887757877180481,5.92909571567335,3.04607499353294e-09,1.67455114459859e-08,"chr1",186680621,186681446,"+",NA,"PACERR"
"ENSG00000186714.12",150.825746617072,1.41396051434931,0.238505335105468,5.92842300036621,3.05857773960769e-09,1.68055158094992e-08,"chr11",32602245,32794658,"-",NA,"CCDC73"
"ENSG00000197536.11",201.421091066825,1.60107082819302,0.270067581154128,5.92840807234574,3.05885575017197e-09,1.68055158094992e-08,"chr5",132410635,132488702,"+",NA,"IRF1-AS1"
"ENSG00000117000.9",630.699929690642,1.03283753270051,0.174230225743674,5.92800433043126,3.06638413787497e-09,1.68417409279931e-08,"chr1",40161386,40240921,"+",NA,"RLF"
"ENSG00000234456.8",73.019209106767,4.69940949974926,0.793028773875765,5.92590036397023,3.10590873026552e-09,1.70536256555115e-08,"chr7",79452876,79471208,"+",NA,"MAGI2-AS3"
"ENSG00000165804.16",28.0582620043468,-5.42282230247797,0.915407528641416,-5.92394330700573,3.1431185368605e-09,1.72526753325844e-08,"chr14",21090076,21104722,"-",NA,"ZNF219"
"ENSG00000133101.10",25.8210116378947,3.71018521085545,0.626455564544873,5.92250339982364,3.1707724885564e-09,1.73991673412561e-08,"chr13",36431519,36442870,"+",NA,"CCNA1"
"ENSG00000179630.11",1974.26293374741,1.23669584230624,0.208823421745317,5.9222084954365,3.17646539283528e-09,1.74250986759828e-08,"chr13",43879283,43893932,"+",NA,"LACC1"
"ENSG00000151693.11",17.4199544715719,4.41723292437118,0.74616540283418,5.91991119876785,3.221154964912e-09,1.76648726614581e-08,"chr2",9206764,9405683,"+",NA,"ASAP2"
"ENSG00000165195.15",164.774825047835,2.13446570831498,0.360592848473026,5.91932346233052,3.23268624830128e-09,1.77173236273646e-08,"chrX",15319450,15335580,"-",NA,"PIGA"
"ENSG00000205846.4",39.1657603517329,3.15552129925459,0.533084278410787,5.9193666499821,3.23183754797517e-09,1.77173236273646e-08,"chr12",8455961,8478330,"+",NA,"CLEC6A"
"ENSG00000137574.11",223.838268595082,1.12091604593686,0.189423962837752,5.91749865827147,3.26874526981712e-09,1.7909503052237e-08,"chr8",55773445,55826445,"+",NA,"TGS1"
"ENSG00000285103.2",122.578733655451,3.21659594951257,0.543792826222001,5.91511287829938,3.3164805943369e-09,1.81655207987167e-08,"chr9",27529084,27543902,"+",NA,"AL451123.1"
"ENSG00000171659.15",33.4569358225962,-5.65744644441258,0.95646378780257,-5.91496146175099,3.31953297403067e-09,1.81767132301406e-08,"chrX",41688972,41697275,"+",NA,"GPR34"
"ENSG00000273344.1",46.9311229659142,2.40711355389938,0.407076100640234,5.91317827333407,3.35568636670521e-09,1.83690944686097e-08,"chr7",155003447,155005703,"+",NA,"PAXIP1-AS1"
"ENSG00000133997.11",209.785840850374,1.15132721810967,0.194729949658966,5.91243011219387,3.37096891692867e-09,1.84471461234721e-08,"chr14",70581256,70600690,"-",NA,"MED6"
"ENSG00000237732.9",206.864929386067,5.43700159191098,0.919906306196809,5.91038625921514,3.41306453978393e-09,1.86718365272419e-08,"chr2",222318274,222352989,"+",NA,"CT75"
"ENSG00000184384.14",511.661810751661,1.77515609335696,0.300369376551122,5.90991037015663,3.42293925756658e-09,1.87201732620103e-08,"chr11",95976597,96343195,"-",NA,"MAML2"
"ENSG00000172469.16",30.2344590009804,-4.52598731573109,0.766056103623883,-5.90816690098882,3.45935447994851e-09,1.89135875436335e-08,"chr6",95577534,95609452,"+",NA,"MANEA"
"ENSG00000198830.11",156.764948451563,-1.38791161233313,0.234942194938958,-5.90745997198898,3.47422707628246e-09,1.89833790655834e-08,"chr1",26472439,26476642,"+",NA,"HMGN2"
"ENSG00000175315.3",68.7182623829409,-2.1169643069836,0.358461592628651,-5.90569352621461,3.51166274407862e-09,1.91762971611326e-08,"chr11",66012007,66013505,"+",NA,"CST6"
"ENSG00000164751.15",120.238053890106,-1.41023112154965,0.238800516247032,-5.90547769206163,3.51626367602546e-09,1.91956030677572e-08,"chr8",76980257,77001044,"-",NA,"PEX2"
"ENSG00000158122.12",283.140400070661,1.16160322487036,0.196838899892757,5.90128895001565,3.60672590229326e-09,1.96775188158126e-08,"chr9",96639576,96655317,"-",NA,"PRXL2C"
"ENSG00000168002.12",234.370095586481,-1.51166044485995,0.256228210305626,-5.89966437753619,3.64241732732205e-09,1.98602143316304e-08,"chr11",62761564,62766710,"+",NA,"POLR2G"
"ENSG00000169554.21",4893.50566110609,-1.06635662229249,0.180851365742679,-5.89631500936376,3.71709049209975e-09,2.0242861310513e-08,"chr2",144364363,144521057,"-",NA,"ZEB2"
"ENSG00000110799.13",37.4272001773836,-3.29627350177176,0.559579164678582,-5.89062944054594,3.84727381898897e-09,2.09328413920526e-08,"chr12",5948873,6124770,"-",NA,"VWF"
"ENSG00000125247.15",29.8182969903134,-4.4207651359107,0.750562879873449,-5.88993308149755,3.863520337179e-09,2.10148909644564e-08,"chr13",100603926,100675093,"-",NA,"TMTC4"
"ENSG00000258430.1",246.278389510509,-1.32682975065334,0.225283442297298,-5.88960172626611,3.87127450382163e-09,2.10507124015535e-08,"chr14",104769348,104770271,"+",NA,"AL583722.2"
"ENSG00000188428.20",66.4959398335993,-2.03318394838133,0.345338828957178,-5.88750461255964,3.92070232336991e-09,2.13130514048005e-08,"chr6",8013566,8064396,"-",NA,"BLOC1S5"
"ENSG00000172663.9",29.6413991084719,-4.18205965536034,0.710418226992242,-5.88675725996823,3.93846504093593e-09,2.14031516478011e-08,"chr11",67461709,67469272,"-",NA,"TMEM134"
"ENSG00000236939.2",14.6971411583071,5.76139339331646,0.978919321936134,5.88546294287196,3.96941321456891e-09,2.15583295328486e-08,"chr8",103132962,103141475,"-",NA,"BAALC-AS2"
"ENSG00000124532.14",39.0180110431755,-3.56893122476613,0.606733643691149,-5.88220426191308,4.04838281145228e-09,2.19739729883437e-08,"chr6",24402907,24426194,"+",NA,"MRS2"
"ENSG00000151304.6",143.624357817538,1.281915156047,0.217936246072792,5.88206495774383,4.05179251468418e-09,2.19858560698902e-08,"chr5",121961974,122075570,"+",NA,"SRFBP1"
"ENSG00000234678.2",188.101079948666,-1.97525067655907,0.335941743735446,-5.87974169150761,4.10907209162003e-09,2.22832431458564e-08,"chr1",201995695,202010463,"-",NA,"ELF3-AS1"
"ENSG00000135272.11",911.973586883636,1.20902323124168,0.205662446339937,5.87867767187453,4.13556763832217e-09,2.24201778526554e-08,"chr7",114922153,115019202,"+",NA,"MDFIC"
"ENSG00000100307.13",32.17151092181,-3.5071848181993,0.596818148800369,-5.87647145993951,4.19103622679342e-09,2.2714054640699e-08,"chr22",39120166,39152680,"-",NA,"CBX7"
"ENSG00000128973.13",31.6574575007478,-4.0513994690289,0.689801786830528,-5.87328062405303,4.27254310104127e-09,2.31210165110419e-08,"chr15",68206991,68257211,"-",NA,"CLN6"
"ENSG00000168792.5",27.5909036732551,-6.04053141197015,1.02860114716743,-5.87256919614039,4.29092507497211e-09,2.32135180857726e-08,"chr17",29560546,29567037,"-",NA,"ABHD15"
"ENSG00000102901.13",167.975783794178,-1.36729177035625,0.232868685798189,-5.87151409245806,4.31832878866139e-09,2.33547562677079e-08,"chr16",67828156,67847811,"-",NA,"CENPT"
"ENSG00000067992.15",34.3175976038842,-3.64487999314059,0.620967000034896,-5.86968388486952,4.3662684089664e-09,2.36069403924159e-08,"chrX",24465220,24550466,"+",NA,"PDK3"
"ENSG00000134107.5",335.013187663679,1.11795329448519,0.190472986937697,5.86935351022173,4.37497710259036e-09,2.3646928443794e-08,"chr3",4979436,4985323,"+",NA,"BHLHE40"
"ENSG00000093144.19",286.77015024719,-1.30208244158473,0.221867271238526,-5.8687450128004,4.39106138872614e-09,2.37267459261852e-08,"chr6",127288711,127343609,"-",NA,"ECHDC1"
"ENSG00000100784.12",45.3147333216962,-2.51477822376483,0.428846947740834,-5.86404598893075,4.51722277618465e-09,2.44011299289255e-08,"chr14",90847860,91060641,"-",NA,"RPS6KA5"
"ENSG00000168944.16",32.4552895374293,-5.29356866781501,0.902971342922989,-5.86238833524807,4.56256432113085e-09,2.46386679392003e-08,"chr5",123344885,123423592,"-",NA,"CEP120"
"ENSG00000123975.5",41.431075776562,2.33320832813735,0.398297439584592,5.85795462449068,4.68602636637026e-09,2.52902231845896e-08,"chr9",89311194,89316703,"+",NA,"CKS2"
"ENSG00000144233.10",161.843102051948,1.18883920845365,0.202972507640213,5.85714401558743,4.70894760190156e-09,2.53995876783338e-08,"chr2",127861629,127885956,"-",NA,"AMMECR1L"
"ENSG00000069998.12",95.7004964574408,-2.12349437268248,0.362632834421771,-5.8557697238543,4.74805736245918e-09,2.56019914351099e-08,"chr22",17137510,17165287,"-",NA,"HDHD5"
"ENSG00000160013.9",218.555230494081,-1.37820807170235,0.235384319966006,-5.85513967923349,4.76609274488006e-09,2.56915502091605e-08,"chr19",46620467,46625089,"-",NA,"PTGIR"
"ENSG00000149635.3",15.3623458338823,6.51168102019394,1.11227904185464,5.85435918071079,4.78852741315601e-09,2.58047625928823e-08,"chr20",46540945,46550654,"-",NA,"OCSTAMP"
"ENSG00000171443.7",29.2963292559862,-4.04069322745051,0.690219518210581,-5.85421466771347,4.79269255774022e-09,2.58194845776585e-08,"chr19",55600021,55603138,"+",NA,"ZNF524"
"ENSG00000108826.16",185.796656810995,1.28093339318281,0.218836622027099,5.85337765369175,4.81688635415027e-09,2.59420650732488e-08,"chr17",50367856,50373207,"-",NA,"MRPL27"
"ENSG00000272256.1",105.706573725617,-1.91273149200957,0.326795966081765,-5.85298378968058,4.82831202714337e-09,2.59958282035229e-08,"chr8",30082757,30083467,"+",NA,"AC044849.1"
"ENSG00000104976.12",52.2007382440501,-2.49654615326942,0.426639664565093,-5.85165037529819,4.86718939149288e-09,2.61973160704345e-08,"chr19",7920337,7923250,"+",NA,"SNAPC2"
"ENSG00000130066.16",13738.218947089,1.86593210637663,0.318971762217269,5.84983477347955,4.92061561519586e-09,2.64769684312286e-08,"chrX",23783172,23786226,"+",NA,"SAT1"
"ENSG00000169372.13",36.0340126356141,2.99742015256555,0.512539488438602,5.84817408254119,4.96998278601147e-09,2.67346192564935e-08,"chr12",93677374,93894840,"+",NA,"CRADD"
"ENSG00000223361.5",2494.43955153165,1.37918227040911,0.235858843813949,5.84749016872585,4.99045321745287e-09,2.68367208096757e-08,"chr5",17353694,17354624,"-",NA,"FTH1P10"
"ENSG00000079739.17",33.0958805492332,-4.67128263107385,0.79910086926342,-5.84567331953931,5.04523314205178e-09,2.71232095058379e-08,"chr1",63593410,63660245,"+",NA,"PGM1"
"ENSG00000255252.3",50.9856687426557,2.30525131646674,0.394375755299194,5.8453170244146,5.05604422565411e-09,2.71732209800593e-08,"chr11",32097142,32105091,"-",NA,"AL078612.2"
"ENSG00000154710.17",71.6353638988144,1.78555517368498,0.305481381919587,5.84505400121241,5.06403961233838e-09,2.72080744456534e-08,"chr7",66682163,66811464,"+",NA,"RABGEF1"
"ENSG00000197119.13",132.030380279788,-1.81466017475482,0.310546139281744,-5.84344786559549,5.11313055828915e-09,2.74554536535258e-08,"chr14",100291115,100306547,"-",NA,"SLC25A29"
"ENSG00000227502.3",22.0905451697897,3.61610007779271,0.61884414940843,5.84331302356084,5.11727295982195e-09,2.74695090498189e-08,"chr6",113868012,113873351,"-",NA,"MROCKI"
"ENSG00000108468.15",43.5180212177428,-2.97290109956713,0.50898549423996,-5.84083659202587,5.19393315046363e-09,2.78644150403819e-08,"chr17",48070051,48101478,"-",NA,"CBX1"
"ENSG00000111328.7",95.8207374300383,-2.2391183976246,0.383411503632475,-5.83998752361626,5.22047316182744e-09,2.79984590682707e-08,"chr12",123250111,123272334,"-",NA,"CDK2AP1"
"ENSG00000168300.14",211.43423152339,-1.29991123894294,0.222680060094521,-5.83757359500965,5.29665010670633e-09,2.83901076085435e-08,"chr8",51817574,51899186,"-",NA,"PCMTD1"
"ENSG00000128965.13",53.1568796283432,4.5646494996491,0.781962296419792,5.83742914530319,5.30124267544506e-09,2.83978253934412e-08,"chr15",40952961,40956512,"+",NA,"CHAC1"
"ENSG00000182568.17",207.85989015889,1.39257568175438,0.238558234730017,5.83746640869639,5.30005756927938e-09,2.83978253934412e-08,"chr3",18345376,18445588,"-",NA,"SATB1"
"ENSG00000128228.5",386.423675317107,1.83437417266512,0.314857295811373,5.82604944229742,5.67548081090202e-09,3.03844834497474e-08,"chr22",21642301,21644299,"+",NA,"SDF2L1"
"ENSG00000129292.20",489.783995261729,1.08935590056525,0.187015017801411,5.8249648256699,5.71246298445034e-09,3.05733870067952e-08,"chr8",132775357,132848807,"+",NA,"PHF20L1"
"ENSG00000189159.16",96.8861636441648,-1.76625695294161,0.303522969347792,-5.81918711699788,5.91345056395647e-09,3.16396827768565e-08,"chr17",75135247,75168281,"-",NA,"JPT1"
"ENSG00000198081.11",44.0894369480663,-2.80576388068981,0.482328495876332,-5.8171223651053,5.98693165398732e-09,3.20233294972036e-08,"chr18",5289018,5297053,"-",NA,"ZBTB14"
"ENSG00000106771.13",107.32038758944,-1.79242853569499,0.308171682192681,-5.81633108837787,6.0153266492573e-09,3.21656603105878e-08,"chr9",109015134,109119947,"-",NA,"TMEM245"
"ENSG00000143515.18",49.4719665958344,2.11375006212836,0.363428829372023,5.81613204923988,6.02248977116944e-09,3.21944074859399e-08,"chr1",154325552,154351304,"+",NA,"ATP8B2"
"ENSG00000110090.13",73.3955163130348,-2.21151340665974,0.380311690533818,-5.81500243538553,6.06330033261582e-09,3.24029532756078e-08,"chr11",68754619,68844410,"-",NA,"CPT1A"
"ENSG00000133103.17",41.0140128480699,-2.87691690538945,0.49478922507458,-5.81442917427276,6.08411381599832e-09,3.25045404493504e-08,"chr13",39655626,39791665,"+",NA,"COG6"
"ENSG00000258232.2",948.91890061456,1.19948560328244,0.206320651471365,5.81369627678261,6.11082448553451e-09,3.26278906659467e-08,"chr12",49265155,49273306,"-",NA,"AC125611.3"
"ENSG00000120158.12",73.9331465462728,2.14169717513893,0.36877150398852,5.80765366080347,6.33543987537695e-09,3.38171701792343e-08,"chr9",4792943,4885917,"+",NA,"RCL1"
"ENSG00000173852.14",81.701464408632,-2.01630529496891,0.347356274120957,-5.80471822503135,6.44743379083854e-09,3.44047748050819e-08,"chr7",34928875,35038271,"-",NA,"DPY19L1"
"ENSG00000164209.17",151.315409747193,-1.24445281743293,0.214411518274554,-5.80403901547589,6.4736202893422e-09,3.45342817626591e-08,"chr5",110738135,110765161,"+",NA,"SLC25A46"
"ENSG00000253851.1",16.5585725210397,5.66249562396521,0.975645187737601,5.80384723374265,6.48103302294028e-09,3.45635908550234e-08,"chr8",103228424,103229314,"-",NA,"AC025370.1"
"ENSG00000155380.12",408.144078014586,1.73529191805285,0.299021681685879,5.80323108434581,6.50490429663249e-09,3.46806306314988e-08,"chr1",112911846,112957013,"-",NA,"SLC16A1"
"ENSG00000087269.16",255.24644747824,1.31386693212529,0.226593495756856,5.79834353910633,6.69731466846723e-09,3.56853368093573e-08,"chr4",2937932,2963406,"-",NA,"NOP14"
"ENSG00000277299.1",53.3018546390294,-2.27544025687868,0.392548855606352,-5.7965785006911,6.76815114220923e-09,3.60521120126846e-08,"chr12",109948388,109949029,"+",NA,"AC084876.1"
"ENSG00000196544.8",41.5278349543472,-2.69899445656665,0.46564760819656,-5.79621672925536,6.78275987296685e-09,3.61192489244747e-08,"chr17",8188344,8190180,"-",NA,"BORCS6"
"ENSG00000114867.21",2320.41047786533,1.01635130463268,0.175453695173154,5.79270390190216,6.92621571776557e-09,3.68504950252649e-08,"chr3",184314494,184335358,"+",NA,"EIF4G1"
"ENSG00000171490.13",836.741244347404,1.00754091990723,0.173942658588435,5.79237392416298,6.93984187155386e-09,3.69120907339955e-08,"chr16",11833849,11851580,"-",NA,"RSL1D1"
"ENSG00000164975.15",90.8604260040136,-1.65799475657465,0.286341538063096,-5.79026978687706,7.02734561831646e-09,3.73664791363551e-08,"chr9",15422703,15465953,"+",NA,"SNAPC3"
"ENSG00000132388.12",432.370274082721,-1.10034479720213,0.190097390449635,-5.78832142092797,7.10932755012417e-09,3.77912469210643e-08,"chr17",4269258,4366628,"-",NA,"UBE2G1"
"ENSG00000287917.1",15.4818360477366,4.48658352018974,0.775198676362041,5.78765632217665,7.13752545679371e-09,3.79299472283595e-08,"chr11",65305405,65314244,"-",NA,"AP000944.7"
"ENSG00000109189.13",42.5791102169586,-2.85645498722391,0.493735811281802,-5.78539154331987,7.23436243559295e-09,3.84332171268673e-08,"chr4",52590959,52659301,"-",NA,"USP46"
"ENSG00000279393.1",23.350619066383,6.58108277866373,1.13803997319492,5.78282216237808,7.34577079459463e-09,3.90020810093198e-08,"chr13",28495632,28497267,"+",NA,"AL139005.1"
"ENSG00000157538.14",362.58241038467,-1.40587832270496,0.243201875521426,-5.78070510225609,7.43881861711792e-09,3.94844777216792e-08,"chr21",37223419,37267919,"-",NA,"VPS26C"
"ENSG00000154889.17",36.0642479086361,-3.81620749349485,0.660442452124945,-5.77825892508327,7.54775922568124e-09,4.00509226658755e-08,"chr18",11882621,11908366,"-",NA,"MPPE1"
"ENSG00000166189.8",192.94586688752,-1.19956814833945,0.207688428388393,-5.7758063732668,7.65854058505916e-09,4.06267987749826e-08,"chr10",102065348,102068036,"+",NA,"HPS6"
"ENSG00000198771.11",669.210188071082,1.91505270834089,0.331723044217728,5.77304694902031,7.78507384083686e-09,4.12615784768096e-08,"chr1",167630092,167708696,"+",NA,"RCSD1"
"ENSG00000171453.20",381.41264709583,1.02368214416,0.17735246848246,5.77202084030334,7.8326425808403e-09,4.14892843557301e-08,"chr6",43509701,43562419,"+",NA,"POLR1C"
"ENSG00000115306.16",55.7411339426912,-3.11904857510614,0.540381718189905,-5.77193578190228,7.83659841105775e-09,4.14980365594372e-08,"chr2",54456316,54671446,"+",NA,"SPTBN1"
"ENSG00000181826.10",139.954187775276,1.34754717605069,0.233605306934706,5.76847843798058,7.99904449648303e-09,4.23458085818812e-08,"chr4",37590799,37686376,"-",NA,"RELL1"
"ENSG00000118762.8",176.222315343013,1.04343636494986,0.180900567371276,5.76801046073189,8.02128282181849e-09,4.24510605273385e-08,"chr4",88007634,88077777,"+",NA,"PKD2"
"ENSG00000109572.14",103.356056366356,-1.63658844657942,0.283763946018986,-5.76742912388849,8.04899173708312e-09,4.25851941684442e-08,"chr4",169612632,169723673,"+",NA,"CLCN3"
"ENSG00000139651.11",70.5338270536638,-1.95253941740105,0.338587589912404,-5.76671879174955,8.08297545509853e-09,4.27524377051086e-08,"chr12",53180703,53195142,"+",NA,"ZNF740"
"ENSG00000229740.3",15.9952969543538,6.68610302003634,1.16025018513402,5.76263904604682,8.28087706290211e-09,4.3773474262964e-08,"chr2",8139334,8144950,"+",NA,"U91324.1"
"ENSG00000090020.11",89.0541406223307,-1.89021220839296,0.328210579465343,-5.75914466703704,8.45412245651897e-09,4.46630545613458e-08,"chr1",27098808,27166981,"-",NA,"SLC9A1"
"ENSG00000137166.15",64.5430306731604,-2.134226228596,0.370943458845168,-5.75350819027874,8.74102116697462e-09,4.61246327835524e-08,"chr6",41546425,41602384,"+",NA,"FOXP4"
"ENSG00000138744.16",232.346458766088,-1.54838565699468,0.269418093896906,-5.7471479906883,9.07612878108747e-09,4.78789048290749e-08,"chr4",75913659,75941013,"-",NA,"NAAA"
"ENSG00000163736.4",93.7393825971551,3.42550237635904,0.59615903587988,5.74595396562814,9.14041738082193e-09,4.82039283125021e-08,"chr4",73986438,73988190,"-",NA,"PPBP"
"ENSG00000188375.5",127.087500894324,1.64557916629681,0.28643875962563,5.74495982473724,9.19428136159345e-09,4.84596192887964e-08,"chr12",31791184,31792298,"-",NA,"H3-5"
"ENSG00000161618.10",56.962854009149,-2.1928602907995,0.38177546557403,-5.74384812157156,9.25488051068078e-09,4.87647477039819e-08,"chr19",49453224,49471050,"+",NA,"ALDH16A1"
"ENSG00000229124.7",4279.0832549527,1.16729620447453,0.203230158424903,5.74371546782938,9.26213736806059e-09,4.87887148203543e-08,"chr10",17214238,17229985,"-",NA,"VIM-AS1"
"ENSG00000135365.15",100.872944846727,-1.66912972256682,0.290622264833984,-5.74329610816399,9.2851149493266e-09,4.88811647609932e-08,"chr11",45929322,46121178,"-",NA,"PHF21A"
"ENSG00000099385.11",31.8163995502701,-3.99329914365648,0.695494382236817,-5.74166987634524,9.37474477322355e-09,4.93241901546794e-08,"chr16",30833625,30894960,"-",NA,"BCL7C"
"ENSG00000167468.17",572.194222992876,-1.47672215643573,0.257258766372628,-5.74022093496618,9.45531131194201e-09,4.97335571633972e-08,"chr19",1103925,1106791,"+",NA,"GPX4"
"ENSG00000145335.17",86.206709055767,-2.56780107551623,0.447380363919222,-5.73963741506515,9.48794694561587e-09,4.98906492192849e-08,"chr4",89700344,89838315,"-",NA,"SNCA"
"ENSG00000196116.8",792.22132975384,2.15947622267417,0.376350318164925,5.73794180168021,9.58340336288419e-09,5.03778849087711e-08,"chr9",97412095,97496125,"+",NA,"TDRD7"
"ENSG00000108010.12",618.984257698557,1.21443089411187,0.211724589986573,5.73589914231922,9.69963724059792e-09,5.09591615308753e-08,"chr10",130136390,130184521,"+",NA,"GLRX3"
"ENSG00000076928.18",376.095572404909,-1.10694486815016,0.193080816925594,-5.73306497132096,9.86318293097772e-09,5.17881785198379e-08,"chr19",41883172,41930150,"+",NA,"ARHGEF1"
"ENSG00000101350.8",127.819002288265,1.44558385835549,0.25221925922496,5.73145707745553,9.95715474202515e-09,5.22359180773393e-08,"chr20",32277650,32335011,"+",NA,"KIF3B"
"ENSG00000166068.13",121.213131313347,-1.35570414751517,0.23658147452462,-5.7303901340512,1.00199909354731e-08,5.25502581375687e-08,"chr15",38252835,38357249,"+",NA,"SPRED1"
"ENSG00000107669.17",92.1330867536777,-1.85365671022678,0.323514275900094,-5.7297524354048,1.00577311834804e-08,5.27328368074503e-08,"chr10",121740420,121928801,"-",NA,"ATE1"
"ENSG00000160446.19",34.1477371318847,-3.7140491238044,0.648223057810219,-5.7295850233266,1.00676618309124e-08,5.27695455001125e-08,"chr9",128720869,128724127,"-",NA,"ZDHHC12"
"ENSG00000075239.14",60.652243753749,-2.28802255661664,0.399444848314159,-5.72800617224918,1.0161787020932e-08,5.32474093025277e-08,"chr11",108116694,108147603,"+",NA,"ACAT1"
"ENSG00000129235.11",185.954896695152,-1.17082857270354,0.204478045832445,-5.72593780391929,1.02863904499757e-08,5.38846536656913e-08,"chr17",6640984,6644541,"+",NA,"TXNDC17"
"ENSG00000143641.10",273.415884448413,-1.05970295742649,0.185148751507678,-5.72352202646392,1.04338032879792e-08,5.46409785560886e-08,"chr1",230057989,230282122,"+",NA,"GALNT2"
"ENSG00000139637.14",35.67856688308,-3.53927684587934,0.618427653995182,-5.72302487286073,1.04643937750822e-08,5.47852525016291e-08,"chr12",53299694,53307177,"+",NA,"C12orf10"
"ENSG00000151117.9",38.1990062364676,-3.29957203676245,0.57672192769168,-5.72125296149034,1.05741323095968e-08,5.53436936540923e-08,"chr11",18693121,18704785,"+",NA,"TMEM86A"
"ENSG00000163219.12",231.982587578661,-2.24679458000313,0.392894039489369,-5.71857639510952,1.07420219330662e-08,5.61897575854203e-08,"chr2",68679600,68826833,"+",NA,"ARHGAP25"
"ENSG00000166140.17",74.2642504506702,-1.75164316935396,0.306311693440853,-5.71849918518436,1.07469032253522e-08,5.61989728896137e-08,"chr15",40807085,40815084,"+",NA,"ZFYVE19"
"ENSG00000105072.9",137.888073240153,1.3802258818531,0.241383221325076,5.71798600696573,1.07794017128246e-08,5.63525600280139e-08,"chr19",16496393,16521352,"+",NA,"C19orf44"
"ENSG00000171492.14",269.582908962428,-1.52609988873008,0.266986579035266,-5.716017240434,1.09049679040009e-08,5.69924562780899e-08,"chr1",89821013,89936611,"+",NA,"LRRC8D"
"ENSG00000119950.21",60.4344456303895,-3.47000345300314,0.607095526083897,-5.71574538752837,1.09224177502379e-08,5.70670985413386e-08,"chr10",110207604,110287365,"+",NA,"MXI1"
"ENSG00000105963.15",291.872743061635,1.38062370468716,0.241554472233608,5.71557914834196,1.09331017715981e-08,5.71063579052882e-08,"chr7",897899,955407,"-",NA,"ADAP1"
"ENSG00000066583.12",214.452744076025,1.37412913080197,0.24047355650869,5.71426293498641,1.10180527578192e-08,5.75333972266994e-08,"chr5",129094748,129114028,"+",NA,"ISOC1"
"ENSG00000226435.10",27.6359921822354,5.98731976070635,1.0478669384015,5.71381684189779,1.1046989761883e-08,5.76510777984711e-08,"chr3",198053521,198080720,"-",NA,"ANKRD18DP"
"ENSG00000264456.1",27.9999957679876,-4.00265274807928,0.700767564302441,-5.71181223557858,1.11779380497639e-08,5.83006815189628e-08,"chr17",30971651,30973312,"+",NA,"AC138207.4"
"ENSG00000153827.13",2388.8022878176,1.14788045786263,0.200985727018412,5.71125360437896,1.12146978540615e-08,5.8475479548746e-08,"chr2",229763837,229923239,"-",NA,"TRIP12"
"ENSG00000213516.10",191.503916950258,1.52757527093514,0.267586389671447,5.70871811832715,1.1383023258379e-08,5.93359849536164e-08,"chr1",88979455,88992960,"-",NA,"RBMXL1"
"ENSG00000070501.12",33.0284855242583,-3.23864242428235,0.567463983116198,-5.70722111119286,1.14835563298618e-08,5.98427154418458e-08,"chr8",42338453,42371808,"+",NA,"POLB"
"ENSG00000197312.12",78.6819890704744,-2.35777470113419,0.413312487615496,-5.70458133200085,1.16629395740254e-08,6.07599353458844e-08,"chr1",15617457,15669044,"+",NA,"DDI2"
"ENSG00000171148.13",207.92719223712,-1.1460044246563,0.200955140845557,-5.70278729787292,1.17864021544381e-08,6.13853815588905e-08,"chr3",9779859,9793011,"-",NA,"TADA3"
"ENSG00000004139.14",31.0121105940928,-4.13559278556871,0.725662947554933,-5.69905463618238,1.20473614408106e-08,6.27082393401338e-08,"chr17",28364355,28404049,"+",NA,"SARM1"
"ENSG00000196305.17",812.067641083827,1.48008045406124,0.259827675866237,5.69639261532404,1.22368904455854e-08,6.36763666600871e-08,"chr9",92210206,92293756,"-",NA,"IARS1"
"ENSG00000136261.15",275.155498455366,1.25192066945472,0.219823716549761,5.69511192470137,1.23291014201754e-08,6.41376731401846e-08,"chr7",16646130,16706523,"+",NA,"BZW2"
"ENSG00000251143.1",131.413040854275,-2.73284174891517,0.47992298307569,-5.69433397709183,1.23854436554355e-08,6.44121730521564e-08,"chr11",72014290,72020910,"+",NA,"AP002490.1"
